Ticker,Flag Price,Buy Price,Flag Time,Buy Time,Time Between Flag and Buy,Lowest RSI,TTM Strength,P/L ($),P/L (%)
CDNA,14.82999992370605,14.84000015258789,360,359,-1,29.90790605253282,0.0110571227754864,-10.10003852844238,-0.3369285055306683
CERT,16.44499969482422,16.46999931335449,45,45,0,18.69141267261266,0.05952074800218768,-9.099861145019531,-0.3035776511539112
CGNT,7.710000038146973,7.72599983215332,55,59,4,25.18347150285808,0.03511815922600887,-10.08800888061523,-0.3365263196095243
CHDN,132.6100006103516,132.6499938964844,80,79,-1,21.52487968408705,0.04314374651228081,-7.47991943359375,-0.2563108582997348
CHDN,132.6150054931641,132.7200012207031,100,100,0,23.66257029448174,0.0889152526855509,1.3199462890625,0.04520611666811145
CHRW,82.33999633789062,82.4000015258789,65,64,-1,17.2539452793272,0.0612448256356386,-8.280120849609375,-0.2791302823718491
CHTR,272.0950012207031,272.1954040527344,140,141,1,25.00240060786237,0.225599833897177,-7.649444580078125,-0.2554797187536824
CLOV,0.9575999975204468,0.9588000178337097,80,91,11,29.07149936499638,0.002173598217112709,-25.3369026184082,-0.844809413405885
CMCSA,39.11999893188477,39.15999984741211,145,146,1,26.45378702681649,0.0271884931836826,-8.36004638671875,-0.2809004361087399
CNOB,19.95999908447266,19.98999977111816,65,71,6,29.17787968272498,0.003101242610387092,-11.24982833862305,-0.3751818731843095
COCO,26.85000038146973,26.90999984741211,275,284,9,25.6362197754366,0.01301730087825392,-11.10004234313965,-0.3716104869444785
COLB,20.31500053405762,20.32500076293945,280,282,2,29.04728308773879,0.00358489922114831,19.84475326538086,0.6641983589951872
COLM,83.81999969482422,83.87999725341797,90,91,1,19.58411989314132,0.08749917711530597,-8.049850463867188,-0.2741961553052991
CRON,2.934999942779541,2.939500093460083,310,312,2,27.79310263966295,0.004782217485564122,-9.690027236938477,-0.3231851131427721
CROX,144.7899932861328,144.8899993896484,185,192,7,28.92409431838854,0.2495372172764347,-10.0,-0.3450893796026354
CSWC,26.38999938964844,26.39990043640137,380,384,4,25.21499837900467,0.001660460744585285,1.141233444213867,0.03825548901243835
CTKB,6.133800029754639,6.139999866485596,115,119,4,27.42253043953207,0.01245887313570332,24.40009307861283,0.8143353716957378
CTKB,6.090000152587891,6.09499979019165,355,356,1,27.33799432077561,0.003276695353644138,-2.459821701049805,-0.08202851149897346
CTXR,0.6312000155448914,0.6340000033378601,325,325,0,28.60073074064233,0.0005165706149169481,-8.042624652385712,-0.2681362878058205
CUE,1.544999957084656,1.549999952316284,100,104,4,29.99059438125423,0.01891243930373879,-16.44746124744415,-0.5483858215696834
CYN,0.07850000262260437,0.07919999957084656,10,26,16,22.37562674013618,0.001703750312860525,-22.72690249979496,-0.7575791784116792
DAKT,11.55000019073486,11.55990028381348,315,329,14,27.99500871631781,0.01086939028331244,0.02593517303512272,0.0008662341435840018
DAWN,16.68000030517578,16.70000076293945,290,289,-1,27.3094762827326,0.01442618778773668,-8.950204849243164,-0.299408036675914
DHC,2.414999961853027,2.420000076293945,260,263,3,20.63424856775424,0.003150921719414848,24.77997636795089,0.8264454667762735
DIBS,5.849999904632568,5.929999828338623,230,237,7,27.60174613992429,0.00854841249329695,-9.089822769165039,-0.3035354058837204
DLO,10.08640003204346,10.23519992828369,65,65,0,21.29675944226653,0.1679128221103126,-10.98761177062988,-0.3663864089855144
ELEV,3.710000038146973,3.714999914169312,325,343,18,23.36490489913128,0.01325781737055101,0.0,0.0
EYPT,12.89999961853027,13.05000019073486,10,9,-1,29.66341312419443,0.116524904796055,-22.90008735656738,-0.7662864368440704
FDUS,19.88050079345703,19.89999961853027,25,30,5,19.18146079559897,0.004687187331063769,-7.499885559082031,-0.2512524523567785
FFIN,31.20999908447266,31.21999931335449,250,249,-1,28.23028961120951,0.005003918239048777,24.96002197265625,0.8328002389501006
FHB,21.875,21.90999984741211,300,299,-1,28.53987999100889,0.01648681572505316,19.0399169921875,0.6389748545113453
FOSL,1.139000058174133,1.149999976158142,325,324,-1,29.59722856215242,0.001315365987164693,-13.03998756408691,-0.4347822030685716
FTSL,46.29999923706055,46.31499862670898,20,33,13,29.76129189185474,0.01143084526061884,0.6401367187504547,0.02159589015878909
FWRD,14.3100004196167,14.375,90,91,1,28.9083585203791,0.04187573671340905,5.199920654296875,0.1739103897758152
GAMB,8.475000381469727,8.479999542236328,340,339,-1,27.86442443753457,0.003950751508985051,-10.30745887756348,-0.3443349268392308
GBDC,16.5049991607666,16.51499938964844,90,89,-1,23.68939030166814,0.004912655694143814,-8.126716613769531,-0.2718679290085159
GBIO,3.799999952316284,3.910000085830688,315,317,2,26.26180771794883,0.005289905582155252,-13.42262434959412,-0.4475744690659217
GCTK,0.4900999963283539,0.5,150,168,18,23.87681169408822,0.002067934977156796,29.99997138977051,0.9999990463256836
GDEN,31.48999977111816,31.5,55,64,9,28.09637303919384,0.07319469588143405,-13.04354667663574,-0.4358745756603423
GDRX,7.025000095367432,7.039999961853027,10,9,-1,28.54451382874049,0.08321086066109806,17.0399837493901,0.5681812794001605
GOEV,2.580899953842163,2.609100103378296,70,69,-1,19.02563329190964,0.01144752621650694,-10.34107232093811,-0.3449489320417981
GOOGL,170.8200073242188,170.8899993896484,210,212,2,29.80913095568977,0.06574944632394014,28.89994812011764,0.9947901891941628
GPRE,19.60499954223633,19.6299991607666,210,209,-1,25.45474461074261,0.03501007829393624,-7.599884033203125,-0.2547082995320631
GPRE,19.43000030517578,19.44000053405762,240,246,6,28.16491075205192,0.003858005659920838,-7.700176239013672,-0.2572075259030006
GPRO,1.715000033378601,1.717499971389771,175,184,9,21.45334589149773,0.001801283955574049,-21.82487511634827,-0.7277978854527462
GSM,5.989999771118164,5.994999885559082,15,14,-1,24.52558764776407,0.1017418018409185,-17.49992370605469,-0.5838173157670604
HAIN,7.427499771118164,7.447500228881836,265,267,2,25.21597639502411,0.008760089193071502,-9.045015335083008,-0.302115306552341
HAS,60.49499893188477,60.56000137329102,70,80,10,17.99349049804904,0.113741273880005,-7.839992523193359,-0.2642005346497146
HDSN,9.260000228881836,9.270000457763672,310,309,-1,28.03608671405323,0.004776187624249764,-9.690221786499023,-0.3236319866670782
HEAR,16.31999969482422,16.36000061035156,315,314,-1,25.80053131903975,0.01633599417550313,-9.150209426879883,-0.3056304556464512
HEAR,16.28000068664551,16.3523998260498,350,352,2,26.29004092037235,0.02647203377315097,-9.58930778503418,-0.3204458645010764
HLIT,11.125,11.15499973297119,210,209,-1,28.0053593399625,0.004817821638924802,-8.039928436279297,-0.2689353087344344
HLVX,14.43000030517578,14.44999980926514,105,109,4,27.1690344742082,0.1529438434328355,20.7000789642334,0.6920441715549901
HMST,10.13500022888184,10.39999961853027,125,125,0,28.30511816999021,0.02956033332007291,-23.03997802734375,-0.7692300638503318
HNRG,5.96999979019165,5.980000019073486,25,25,0,26.51287079568861,0.008731604303632234,-7.815702438354492,-0.2608729835788606
HNRG,5.989999771118164,6.0,45,50,5,23.52210967517125,0.01249214206423072,-9.999990463256836,-0.3333330154418945
HOLO,2.156500101089478,2.16100001335144,155,155,0,29.95665345897775,0.01963827584471023,26.92703533172607,0.8977270357730471
HOLX,75.51000213623047,75.54000091552734,305,314,9,26.38531865543709,0.04770638057163934,-7.41009521484375,-0.2515256011430558
HROW,15.94569969177246,16.05999946594238,325,325,0,26.01372587013965,0.01688843522753092,-17.66987228393555,-0.5915275000846193
HROW,16.04999923706055,16.07999992370605,340,344,4,23.80464377255518,0.01781708308628671,-10.23005676269531,-0.3420417004772286
HTHT,40.36999893188477,40.40000152587891,90,102,12,28.83648566010962,0.07849446024213458,20.7199096679683,0.693066259211691
HTLD,11.35050010681152,11.35499954223633,315,318,3,28.81084218724817,0.001715826647622029,19.80020141601562,0.6605087271071962
HTZ,5.514999866485596,5.525000095367432,85,85,0,17.53042883111539,0.03498622247150962,-13.55005168914795,-0.4524904060796952
HTZ,5.349999904632568,5.355000019073486,295,294,-1,28.92348102290063,0.002441935879843583,-8.399925231933594,-0.2801095505540438
HTZ,5.394999980926514,5.434999942779541,310,313,3,28.01271316128646,0.008629613774163158,-8.264926433563232,-0.2759865067804315
HUBC,0.7950000166893005,0.800000011920929,285,284,-1,27.90957615272582,0.006596034829105653,-17.99528115987778,-0.600002697110136
IAC,56.81499862670898,56.86999893188477,110,116,6,28.86127310196461,0.1124133069174638,8.319992065429688,0.2813431517798108
IAS,9.395000457763672,9.40999984741211,70,69,-1,28.44080997441095,0.02122178690774121,-7.949878692626953,-0.265670764459669
ICUI,104.0,104.1600036621094,80,80,0,25.05073934071423,0.06542485373360551,-10.92019653320312,-0.3744306886817467
IDEX,1.080000042915344,1.099300026893616,35,35,0,24.82207981816467,0.007908426310334851,-25.37968230247498,-0.8459922939594954
IHRT,1.195000052452087,1.197999954223633,115,116,1,25.99594625392908,0.01157157604183465,-17.52792358398438,-0.5843046535805775
IMPP,3.595000028610229,3.599999904632568,100,104,4,28.32358607067502,0.009352863260677802,4.165095329284668,0.1388920714826603
IMTX,11.15499973297119,11.17399978637695,220,224,4,29.4894092414921,0.009112468447003919,-9.11185073852539,-0.3042728092374805
IMTX,11.02999973297119,11.07499980926514,280,286,6,21.51402668892109,0.006372188840593568,-12.15002059936523,-0.4063212376428132
INTA,36.9900016784668,37.06900024414062,375,376,1,25.10977653714578,0.009633987971714775,-15.92010498046875,-0.5368402464194185
INVA,15.76000022888184,15.79500007629395,345,349,4,22.24893442463588,0.005503765514919018,-11.34007930755615,-0.3798697013414475
INZY,4.695000171661377,4.704999923706055,330,330,0,25.35756496645148,0.004725001880100783,-9.554914951324463,-0.3188069442896089
IRBT,11.30000019073486,11.33500003814697,80,85,5,22.32938869774118,0.07824589763368883,22.44001007080124,0.7498900561174442
IRWD,6.605000019073486,6.608799934387207,325,334,9,29.99786330502356,0.01008333836282996,5.07357788085892,0.1694702712000541
JAGX,0.2689000070095062,0.2691999971866608,25,24,-1,25.06484735105973,0.0007466075888701816,-15.60153198242188,-0.5200571735198171
JANX,47.75,47.76499938964844,375,377,2,27.39617703957664,0.1005344854082378,-10.23005676269531,-0.3454431437993539
JBLU,6.085000038146973,6.090000152587891,115,122,7,16.48749611157935,0.007525068010602737,-9.839990615844727,-0.3284069035370198
KALV,12.30000019073486,12.35000038146973,235,235,0,27.09299820477638,0.01647228036608003,-9.679990768432617,-0.3238863207894663
KBWD,15.71000003814697,15.72999954223633,325,328,3,28.3961751215604,0.001962860652379082,0.0,0.0
KDP,33.83499908447266,33.8849983215332,145,150,5,28.56508987134707,0.006035205296107293,0.0,0.0
KOD,3.775000095367432,3.809999942779541,295,294,-1,29.86871674437937,0.002876749634742756,-23.60997748374939,-0.787400835704065
KOD,3.730000019073486,3.7399001121521,355,355,0,23.92989318040595,0.006577544638088698,-7.939874649047852,-0.2647154411008144
LASR,13.27000045776367,13.27999973297119,150,162,12,23.17017588164985,0.01201033251626138,-8.999991416931152,-0.301204538082306
LBRDA,52.88999938964844,52.91999816894531,175,185,10,27.4101505483019,0.05053588730948233,-7.8399658203125,-0.2645491203561537
LBRDK,52.27999877929688,52.31000137329102,105,106,1,28.78793411458361,0.05570885930742708,9.689895629882358,0.3249821534742148
LBTYK,17.39500045776367,17.40999984741211,280,281,1,26.68920254119385,0.002768654142107196,24.0798950195317,0.8041320555740703
LCID,2.869899988174438,2.889899969100952,80,81,1,25.17465617429839,0.008710154124668745,-10.27604913711548,-0.3425673817739105
LFCR,6.019999980926514,6.050000190734863,125,128,3,24.50845927361439,0.01710379958152757,-14.85010385513306,-0.4958712208686002
LFMD,8.600000381469727,8.604999542236328,110,110,0,25.58725140195945,0.0383853871481763,-12.35385131835938,-0.4125458993886288
LFMD,8.320599555969238,8.349200248718262,210,210,0,12.11151107997493,0.006103350775582633,-12.27803993225098,-0.409628075937109
LFMD,8.319999694824219,8.350000381469727,240,242,2,27.64325802491797,0.0250824901035859,3.589739799499512,0.1197517934215891
LILAK,8.449999809265137,8.454999923706055,125,126,1,29.5056381259043,0.01810340779168249,-8.177364349365234,-0.2732099290412161
LSXMA,24.54999923706055,24.57999992370605,85,84,-1,20.4538275075769,0.009124533789499234,-13.42007446289062,-0.4475207920789006
LSXMK,24.53759956359863,24.56999969482422,85,84,-1,21.87484830207916,0.02195526940482018,-8.539962768554688,-0.2848990463722492
LTBR,2.339999914169312,2.428900003433228,110,111,1,29.35713238294431,0.003620499031884453,-9.139044284820557,-0.3046661388980368
LUXH,0.4070000052452087,0.4079000055789948,180,179,-1,23.80138787205003,0.001112749097602724,0.7353028655047638,0.02451257421994669
LWLG,3.815000057220459,3.819999933242798,250,250,0,24.90396069634815,0.008913572515760054,-7.849992513656616,-0.2617798596338677
MCFT,20.5,20.52000045776367,25,25,0,18.89417369630144,0.06700086321149606,-8.030044555664062,-0.2680326703159116
MERC,10.25,10.28999996185303,30,29,-1,25.50422938029796,0.01634087937218784,-11.63998889923096,-0.3887265500613679
MLTX,41.79999923706055,41.91999816894531,10,11,1,22.4518890629907,0.118860509055001,-16.3299674987793,-0.5486630541093719
MRAI,2.049999952316284,2.079999923706055,250,257,7,29.38958682400148,0.004792526279176923,-28.69557666778564,-0.9567233583275486
MRNS,1.360000014305115,1.375,310,309,-1,29.75552841580391,0.002318748150553031,-10.90498960018158,-0.3636360168457031
MRSN,2.579999923706055,2.585000038146973,290,291,1,29.90348337071535,0.0009021087203707895,5.799856185913541,0.1934187987835764
MTCH,31.60000038146973,31.61000061035156,230,229,-1,28.96002970032507,0.010201825414386,-8.93011474609375,-0.3005416604516428
MTCH,31.47999954223633,31.4950008392334,290,292,2,19.90707371044533,0.02505817208971248,-9.025115966796875,-0.3016390480129207
MULN,5.484200000762939,5.514200210571289,95,100,5,23.88099556240937,0.02394914405686516,-10.44497680664062,-0.3481978216060787
MXCT,4.580100059509277,4.585000038146973,15,16,1,29.770309777807,0.004961271626608546,78.47992515563965,2.617227580385801
MYPS,2.380000114440918,2.384999990463257,190,190,0,25.00509586114099,0.00533349854605536,0.0,0.0
NAMS,20.02000045776367,20.14500045776367,185,196,11,29.52697131554369,0.05324202469417005,-8.880203247070312,-0.297847465512922
NFE,26.92499923706055,26.93899917602539,85,86,1,11.94595590243441,0.04079924242837185,-10.43398475646973,-0.3489359870301139
NNDM,2.589999914169312,2.595000028610229,75,74,-1,29.49047723222033,0.002040333577564765,5.77985668182373,0.1926734476768613
NRIX,15.77000045776367,15.80500030517578,380,382,2,23.82108413966618,0.006979513849530966,17.95487022399902,0.6010712528957184
NTRS,86.45999908447266,86.51000213623047,195,206,11,28.41200122940221,0.01192242486136075,-8.5,-0.2889839253573429
NTRS,86.04000091552734,86.08000183105469,330,330,0,27.48328350740191,0.009753167288645531,12.24002075195312,0.4182163135383283
NVD,4.235000133514404,4.239999771118164,95,95,0,21.788738553874,0.00272873435701676,-10.60490560531616,-0.3537704550781136
NVD,4.248799800872803,4.269999980926514,115,114,-1,19.48241886185528,0.01218838538442336,-10.52990627288818,-0.3512849309741917
NVDS,58.70000076293945,58.79000091552734,110,113,3,23.71488513230912,0.04253815242222392,-9.69012451171875,-0.3231883627272872
NVDS,58.56000137329102,58.58000183105469,135,138,3,19.37423807414137,0.09761467524937362,-10.87843322753906,-0.3641218942257025
NXST,174.75,175.0599975585938,120,121,1,26.83937958972353,0.1727150617327053,-7.649948120117188,-0.257052984415569
NXT,45.52500152587891,45.59500122070312,380,383,3,24.52802546822036,0.06004444667271081,-11.05012893676758,-0.3728522405771667
ODP,40.86000061035156,40.91500091552734,305,320,15,28.42894247420975,0.01439723423549036,-8.395122528076172,-0.2810746080740119
OLMA,9.9399995803833,9.979999542236328,295,294,-1,29.5331406319779,0.01320867879050119,-13.49973678588867,-0.4508930329023388
OPEN,2.559999942779541,2.565000057220459,10,10,0,29.49794043889248,0.01436726016657695,-11.68998885154724,-0.3898631672582979
OPI,2.375,2.379400014877319,110,109,-1,22.80155972803291,0.01386097022465299,-10.71012496948242,-0.357237081994688
OPRA,13.60999965667725,13.61999988555908,345,344,-1,21.41164102918691,0.008935037681034319,-15.39993286132812,-0.5139478370953404
OPRA,13.5600004196167,13.57900047302246,365,382,17,26.61023568319469,0.002777004923139439,9.01987075805664,0.3019324774166924
OPRX,12.81159973144531,13.01000022888184,15,23,8,27.27026418225731,0.6553070565632408,29.90002632141113,0.9992322225507833
ORGN,1.119600057601929,1.128999948501587,10,10,0,29.36131826254626,0.00926047533750535,-10.62786316871643,-0.3542912917662805
ORGN,0.9465000033378601,0.9513999819755554,300,300,0,23.56148896557032,0.005219602435827274,-34.68292933702469,-1.156188542889439
OSS,2.240099906921387,2.257999897003174,80,82,2,27.84356414173301,0.001468357614108393,-23.77118682861328,-0.7927365322533471
OSS,2.19569993019104,2.200099945068359,130,133,3,11.61304514344886,0.05588605369840356,-13.76614713668823,-0.4590649561416437
PAYX,124.3199996948242,124.4400024414062,380,380,0,29.26344518795143,0.02449787139892651,-0.24005126953125,-0.008037717803146419
PETS,4.631100177764893,4.639999866485596,80,81,1,21.43065504411193,0.01281318443162111,3.230073928832553,0.1077610901895376
PETS,4.585000038146973,4.587999820709229,150,161,11,28.64573970032879,0.01419554114341746,-11.75377082824707,-0.3923201776644602
PETS,4.534999847412109,4.545000076293945,315,315,0,24.0331184607921,0.005034260920115802,-16.50006294250488,-0.5500570945604265
PLAY,54.2599983215332,54.31999969482422,70,69,-1,26.97905881176959,0.1145046738215851,3.300075531005859,0.1104590825259757
PLL,14.81999969482422,14.97000026702881,75,79,4,25.99548197835125,0.01289454596383233,-7.999992370605469,-0.2672008092152586
PLSE,7.21999979019165,7.28000020980835,165,167,2,21.93159943655462,0.03959116424833009,-16.48018074035645,-0.549456559579393
PMEC,0.6204000115394592,0.6302000284194946,135,146,11,24.61393016935517,0.002204499265977305,-19.51611757278442,-0.6505910052792954
PRCH,2.710000038146973,2.720000028610229,105,105,0,26.64863985167479,0.02518163783209665,-15.64836931228638,-0.5220577942407364
PTON,4.079899787902832,4.087500095367432,285,292,7,28.1765650805963,0.003719770227159823,-12.82744407653809,-0.428132680067414
PTPI,0.5909000039100647,0.5999000072479248,15,15,0,28.78524150742203,0.0001923899352550273,-49.000084400177,-1.633608395004616
PWP,15.06999969482422,15.07499980926514,365,365,0,24.69287963710113,0.007063288688659589,-10.9448709487915,-0.3648381571962747
PYPL,63.72000122070312,63.77000045776367,110,111,1,26.68964850562561,0.1894259657178612,1.978652954102017,0.06601693385798332
QIPT,3.960000038146973,4.010000228881836,315,314,-1,18.04729571124177,0.003900068317140848,-11.22025680541992,-0.3740733782186507
QSI,1.840000033378601,1.850000023841858,50,50,0,26.37304731236564,0.02028254334415712,-24.314976811409,-0.8108100271120583
REAL,4.195000171661377,4.204999923706055,70,73,3,28.50570073254801,0.01440424833978909,24.95489120483398,0.8323388358414628
RELY,14.22000026702881,14.23499965667725,240,243,3,27.92519241713292,0.005634135859353212,-9.450016021728516,-0.3161227775150456
RGP,11.27000045776367,11.31999969482422,65,67,2,18.19793673134936,0.004780823843819892,10.59998989105225,0.3533565629981095
RILY,33.3650016784668,33.41999816894531,180,179,-1,27.40570923056482,0.06787303924560695,-14.23998641967773,-0.4787548060394126
RIVN,10.22000026702881,10.23760032653809,70,80,10,18.54681759432965,0.01564755405698504,-8.086884498596191,-0.2695972445766156
RLAY,6.784999847412109,6.789999961853027,370,372,2,29.25057296663398,0.01475182414054869,4.410100936890103,0.1472787767013009
RVNC,3.305000066757202,3.309999942779541,315,314,-1,28.82035419274254,0.003091920103345802,-9.059991359710693,-0.3021145207289472
RVSN,1.089900016784668,1.095000028610229,15,17,2,26.62818814904288,0.002866189394678448,-13.69498693943024,-0.4566205571678748
RYTM,39.5099983215332,39.61000061035156,330,330,0,29.97670189284732,0.08620565686907145,-8.625125885009766,-0.2903349575731707
SBAC,202.2799987792969,202.4700012207031,350,349,-1,28.0496033949495,0.0357258169991691,-7.280059814453125,-0.2568302806963018
SBCF,23.9950008392334,24.0049991607666,255,265,10,29.31658682726378,0.003236074447631382,0.0,0.0
SBGI,14.50500011444092,14.53999996185303,265,264,-1,26.54070470120539,0.02822153942925615,-8.239992141723633,-0.2751029020493176
SBGI,14.44999980926514,14.46000003814697,345,346,1,23.47910545775032,0.03211373942238932,-18.63003158569336,-0.6224076926034643
SBLK,25.18009948730469,25.19000053405762,85,85,0,28.14281831540113,0.01899322782243967,3.569854736328125,0.1190900304123288
SDA,7.380000114440918,7.400000095367432,25,35,10,22.16429768236786,0.00919245583670475,60.75003862380981,2.027028289652795
SEAT,5.130000114440918,5.150000095367432,60,60,0,28.61615218599613,0.007207915782928453,-11.63998889923096,-0.3883491370127199
SEER,2.099999904632568,2.115000009536743,170,169,-1,28.09194918582594,0.003182121259825504,-14.17998647689819,-0.4728127857288839
SHIP,10.01000022888184,10.07499980926514,80,80,0,22.29888264973492,0.02226029872894264,-13.1273832321167,-0.4387091253523744
SHLS,6.869999885559082,6.875,325,324,-1,28.06056571313911,0.001718994379043368,-10.9000415802002,-0.3636377507990057
SLM,21.03499984741211,21.04500007629395,335,344,9,28.90664742870352,0.01437134538377913,-4.969978332519531,-0.1663095618209801
SMTC,39.29000091552734,39.30500030517578,40,46,6,26.06183236276632,0.09702425548008603,12.54006958007812,0.4197962453790288
SMX,0.1221000030636787,0.1239999979734421,15,15,0,29.66889923501898,0.001083035905446327,-94.35267490893602,-3.145160505336839
SNCY,11.11999988555908,11.14999961853027,290,291,1,25.91840886379862,0.007793365206037239,-8.069928169250488,-0.2690559102920023
SND,2.200000047683716,2.210000038146973,35,40,5,26.26775654512785,0.002985369818551201,-33.92512941360474,-1.131226015199238
SNDL,2.490000009536743,2.494999885559082,85,88,3,27.28237591398108,0.003313058870179242,18.03012609481812,0.601206636961972
SNY,48.91999816894531,48.93500137329102,360,372,12,23.72367691527174,0.02978236470903617,4.879878997802734,0.1634781120106093
SPSC,197.9799957275391,198.4700012207031,15,28,13,26.8701278218948,0.02764857700893897,-9.675064086914062,-0.324988294701363
SPWH,3.345000028610229,3.349999904632568,155,155,0,29.30492867165194,0.005631459440503722,-13.42488050460815,-0.4477572212719482
SPWR,3.115000009536743,3.119899988174438,65,66,1,23.04857425680188,0.0483454254695348,28.92620301246643,0.9647779514434301
SQQQ,10.02999973297119,10.0378999710083,125,126,1,22.23101493292114,0.01331006186349087,-8.284282684326172,-0.276946437038959
SQQQ,9.885000228881836,9.899999618530273,295,296,1,17.10959706891498,0.0056478500366208,-9.089919090270996,-0.3030276174459599
SSP,3.339999914169312,3.345000028610229,255,254,-1,21.94237089966644,0.002515979238918786,-8.959991455078125,-0.2989533745209443
SSP,3.299999952316284,3.305000066757202,320,319,-1,28.80946579643916,0.005082849264144866,-18.1399827003479,-0.6051431323006671
STI,2.200000047683716,2.20989990234375,200,199,-1,29.24389628592202,0.01345268487930298,-13.43410277366638,-0.4479775147071008
STIM,2.5,2.509999990463257,160,179,19,22.26893745800241,0.02550734945705958,23.89997720718384,0.796811992131617
STTK,8.579999923706055,8.635000228881836,15,14,-1,27.95763876556668,0.1695068444524492,-29.49501323699951,-0.9843663681984579
TBBK,33.59000015258789,33.63000106811523,110,112,2,29.362160924138,0.03351991653442377,-9.790054321289062,-0.3270907132258601
TBBK,33.15999984741211,33.20999908447266,300,301,1,27.70165642382661,0.06080505779811202,1.800041198730469,0.06022420450177939
TCPC,10.70870018005371,10.71500015258789,375,374,-1,29.01285940629066,0.0008118622643606861,-4.18509578704834,-0.1399938694273468
TER,131.5500030517578,131.9400024414062,385,384,-1,29.70940928996049,0.07587721688406845,0.219879150390625,0.007575039147339716
TMUS,162.6499938964844,162.7200012207031,380,385,5,29.64912972362417,0.009303114754808522,-0.3779296875,-0.01290320402684992
TRUP,28.58499908447266,28.79000091552734,105,104,-1,22.15058267332026,0.1996963793890818,-20.80007934570312,-0.6946882826654809
TRUP,27.43000030517578,27.44499969482422,180,181,1,21.98581085172992,0.06557877608708074,0.0,0.0
TSLA,173.9582977294922,174.1183013916016,70,74,4,28.08570201125818,0.179196859087265,-7.6636962890625,-0.2589076854411838
TSLL,7.409999847412109,7.426000118255615,70,74,4,29.85464714725572,0.01643401554652635,-15.07229900360107,-0.5036391741303838
TSLT,10.125,10.14000034332275,70,73,3,29.17296487580377,0.02324162891932924,-17.70012378692627,-0.5917200945284959
TSVT,4.96999979019165,4.988500118255615,15,15,0,29.38684172236132,0.03566662039075581,-41.16852521896362,-1.373159072623679
TTEC,7.389999866485596,7.394999980926514,40,41,1,24.74564698035388,0.01987704787935529,6.07494592666626,0.2028379516468421
ULCC,6.130000114440918,6.144999980926514,90,89,-1,21.44440920808225,0.0107286148411886,-9.759990692138672,-0.3254675506687011
ULCC,6.079100131988525,6.085000038146973,235,253,18,26.61744094788315,0.004755267756325787,0.0,0.0
VIAV,7.650000095367432,7.65500020980835,315,315,0,28.83307864262544,0.003457165615899278,1.954858303070068,0.06531205051247067
VIR,9.9399995803833,9.954999923706055,375,374,-1,24.0479835579652,0.00058495964322762,16.55509185791016,0.5524892576323165
VMD,6.860000133514404,6.869999885559082,20,24,4,26.85892175892299,0.00549890501158589,-8.719991683959961,-0.2911205423533434
VMEO,3.930000066757202,3.934999942779541,210,209,-1,29.53675243436027,0.0009442623172486349,15.23998546600296,0.5082587348752643
WBD,8.201499938964844,8.209799766540527,220,220,0,20.11868081475779,0.005266392571585274,-12.70184516906738,-0.4238784963732194
WKHS,0.1876000016927719,0.1878000050783157,95,104,9,26.24953297811935,0.00101693060781274,6.389470130205154,0.2129882103888386
WW,1.95990002155304,1.961099982261658,225,225,0,28.38073324042234,0.003642560073307613,-9.326807260513306,-0.3110468309361087
WW,1.914999961853027,1.919999957084656,300,318,18,25.46009877686149,0.01199438520840244,-7.809992551803589,-0.2604164241347408
XENE,41.33499908447266,41.43999862670898,40,43,3,25.07676569851367,0.200152318137033,-14.3997802734375,-0.4826181343386559
XENE,40.7400016784668,40.79000091552734,290,291,1,23.29540246957565,0.01416931561061369,0.0,0.0
XMTR,16.11000061035156,16.16500091552734,70,69,-1,27.21388342191649,0.02319297722407759,0.0,0.0
XNCR,21.1200008392334,21.19000053405762,25,24,-1,21.07777985720428,0.2563676704679216,-19.74018287658691,-0.660695108393477
ZLAB,21.06999969482422,21.07999992370605,200,205,5,23.74778499372472,0.01680187838418148,-9.939956665039062,-0.3320668646943343
